year,name,rank,countrycode,networthusbillion,typeofwealth,gender,age,industry,companytype,relationshiptocompany
2014,Robert Piccinini,1465,USA,1.1,inherited,male,72,"Retail, Restaurant",new,relation
1996,Robert Pritzker,101,USA,3,inherited,male,69,Real Estate,aquired,relation
2001,Robert Pritzker,57,USA,5.5,self-made finance,male,74,Real Estate,aquired,founder
2001,Robert Rich Sr,292,USA,1.7,founder non-finance,male,87,Consumer,new,founder
2014,"Robert Rich, Jr.",551,USA,3,inherited,male,73,Consumer,new,relation
2001,Robert Rowling,182,USA,2.5,self-made finance,male,47,Money Management,new,relation
2014,Robert Rowling,295,USA,4.9,self-made finance,male,60,Diversified financial,new,relation
1996,Robert Ziff,418,USA,1,inherited,male,21,Hedge funds,new,relation
2001,Robert Ziff,421,USA,1.2,inherited,male,31,Hedge funds,new,relation
2014,Robert Ziff,305,USA,4.8,inherited,male,47,Diversified financial,new,relation
2014,Roberta Anamaria Civita,1540,BRA,1.1,inherited,female,,Media,new,relation
1996,Roberto and Gabriel Andrade,321,BRA,1.2,founder non-finance,male,0,Constrution,new,founder
2014,Roberto Angelini Rossi,1092,CHL,1.6,inherited,male,65,Mining and metals,new,relation
1996,Roberto Gonzalez Barrera,362,MEX,1.1,self-made finance,male,49,Money Management,new,founder
2001,Roberto Hernandez Ramirez,387,MEX,1.3,self-made finance,male,,Money Management,aquired,former CEO
2014,Roberto Hernandez Ramirez,988,MEX,1.8,self-made finance,male,71,Money Management,aquired,former CEO
1996,Roberto Marinho,170,BRA,2.1,inherited,male,0,Media,new,relation
2001,Roberto Marinho,336,BRA,1.5,inherited,male,,Media,new,relation
2014,Roberto Marinho,137,BRA,9.1,inherited,male,66,Media,new,relation
1996,Roberto Rocca,185,ARG,2,self-made finance,male,0,Diversified financial,new,Chairman and Chief Executive Officer
2001,Roberto Rocca,312,ARG,1.6,self-made finance,male,,Diversified financial,new,Chairman and Chief Executive Officer
2014,Robin Li,91,CHN,12.1,founder non-finance,male,45,Technology-Computer,new,founder
1996,Rochling family,244,DEU,1.6,inherited,,0,Non-consumer industrial,new,,,,,,,,,,,,,
2014,Rodney Lewis,731,USA,2.4,privatized and resources,male,60,Energy,new,founder
2014,Roger Penske,1270,USA,1.4,founder non-finance,male,77,Consumer,new,founder
2001,Roger Sant,292,USA,1.7,privatized and resources,male,,Energy,new,founder
2014,Roger Wang,520,USA,3.1,founder non-finance,male,65,"Retail, Restaurant",new,founder
1996,Rolf Gerling,79,DEU,3.3,inherited,male,41,Hedge funds,new,relation
2001,Rolf Gerling,78,DEU,4.7,inherited,male,46,Hedge funds,new,relation
2014,Rolf Gerling,1046,DEU,1.7,inherited,male,59,Money Management,new,relation
2001,Roman Abramovich,363,RUS,1.4,privatized and resources,male,34,Energy,new,founder
2014,Roman Abramovich,137,RUS,9.1,privatized and resources,male,47,Non-consumer industrial,new,founder
2014,Roman Avdeev,1210,RUS,1.4,self-made finance,male,46,Money Management,new,founder
2014,Romesh T. Wadhwani,796,USA,2.2,founder non-finance,male,66,Technology-Computer,new,founder
2001,Ron and Fred Mannix,421,CAN,1.2,inherited,male,,Constrution,new,relation
2014,Ron Baron,869,USA,2,self-made finance,male,70,Money Management,new,founder
2014,Ron Burkle,642,USA,2.7,founder non-finance,male,61,"Retail, Restaurant",new,founder
2014,Ron Sim,1372,SGP,1.2,founder non-finance,male,56,"Retail, Restaurant",new,founder
2001,Ronald Burkle,272,USA,1.8,founder non-finance,male,48,"Retail, Restaurant",new,founder
2014,Ronald Joyce,1372,CAN,1.2,founder non-finance,male,83,"Retail, Restaurant",new,founder
1996,Ronald Lauder,182,USA,2.1,inherited,male,59,Consumer,new,relation
2001,Ronald Lauder,138,USA,3.2,inherited,male,59,Consumer,new,relation
2014,Ronald Lauder,408,USA,3.7,inherited,male,70,Consumer,new,relation
1996,Ronald Perelman,59,USA,4,self-made finance,male,53,Private equity/leveraged buyout,aquired,founder
2001,Ronald Perelman,130,USA,3.3,self-made finance,male,58,Private equity/leveraged buyout,aquired,founder
2014,Ronald Perelman,73,USA,14,self-made finance,male,71,Private equity/leveraged buyout,aquired,founder
2014,Ronald Southern,931,CAN,1.9,privatized and resources,male,83,Real Estate,new,founder
2014,Ronald Wanek,988,USA,1.8,founder non-finance,male,72,Consumer,aquired,founder
2001,Ronda Stryker,452,USA,1.1,inherited,female,46,Technology-Medical,new,relation
2014,Ronda Stryker,466,USA,3.4,inherited,female,59,Technology-Medical,new,relation
2001,Rong Yiren,387,CHN,1.3,privatized and resources,male,,Money Management,new,founder
2014,Rosa Anna Magno Garavoglia,446,ITA,3.5,inherited,female,,Consumer,new,relation
2014,Rosa Brescia Cafferata,1143,PER,1.6,inherited,female,87,Mining and metals,new,relation
2014,Rosely Schweizer,1078,DEU,1.7,inherited,female,73,Consumer,new,relation
2014,Rossana Camargo de Arruda Botelho,796,BRA,2.2,inherited,female,64,Constrution,new,relation
2014,Rostam Azizi,1565,TZA,1,executive,male,49,Media,subsidiary,investor
2014,Roustam Tariko,869,RUS,2,self-made finance,male,51,Money Management,new,founder
2001,Roy Disney,452,USA,1.1,inherited,male,71,Media,new,relation
2014,Rubens Menin Teixeira de Souza,1372,BRA,1.2,founder non-finance,male,57,Constrution,new,founder
2014,Rubens Ometto Silveira Mello,931,BRA,1.9,privatized and resources,male,64,Energy,aquired,chairman
1996,Rudolf Oetker,104,DEU,2.9,inherited,male,0,Consumer,new,relation
2001,Rudolf Oetker,90,DEU,4.4,inherited,male,,Consumer,new,relation
2014,Rufino Vigil Gonzalez,1284,MEX,1.3,privatized and resources,male,65,Non-consumer industrial,new,founder
1996,Run Run Shaw,351,HKG,1.1,self-made finance,male,0,Real Estate,new,founder
2001,Rupert Johnson,292,USA,1.7,inherited,male,60,Money Management,new,relation
2014,"Rupert Johnson, Jr.",224,USA,6.2,inherited,male,72,Money Management,new,relation
1996,Rupert Murdoch,85,USA,3.2,inherited,male,65,Media,new,relation
2001,Rupert Murdoch,39,USA,7.8,inherited,male,70,Media,new,relation
2014,Rupert Murdoch,78,USA,13.5,inherited,male,82,Media,new,relation
2014,Rustem Sulteev,1465,RUS,1.1,privatized and resources,male,60,Energy,new,founder
2014,Ryan Kavanaugh,1565,USA,1,founder non-finance,male,39,Media,new,founder
1996,Ryoichi Jinnai,177,JPN,2.1,self-made finance,male,69,Money Management,new,founder
2001,Ryoichi Jinnai,130,JPN,3.3,self-made finance,male,74,Money Management,new,founder
2014,Ryoichi Jinnai,1540,JPN,1.1,self-made finance,male,87,Money Management,new,founder
1996,Ryusuke Kimura,358,JPN,1.1,,,0,Other,,,,,,,,,,,,,,
1996,S Robson Walton,42,USA,4.7,inherited,male,52,"Retail, Restaurant", new,relation
2001,S Robson Walton,9,USA,18.6,inherited,male,57,"Retail, Restaurant", new,relation
2014,S. Curtis Johnson,551,USA,3,inherited,male,58,Consumer,new,relation
2014,S. Daniel Abraham,925,USA,2,founder non-finance,male,89,Consumer,new,founder
2014,S. Robson Walton,14,USA,34.2,inherited,male,70,"Retail, Restaurant", new,relation
2014,S. Truett Cathy,224,USA,6.2,founder non-finance,male,92,"Retail, Restaurant",new,founder
2014,Saad Hariri,1154,LBN,1.5,inherited,male,43,Constrution,aquired,relation
2014,Saif Al Ghurair,609,ARE,2.8,inherited,male,,Diversified financial,new,relation
1996,Sakip Sabanci,73,TUR,3.5,inherited,male,63,Consumer,new,relation
2001,Sakip Sabanci,116,TUR,3.5,inherited,male,68,Consumer,new,relation
2001,Saleh Al Rajhi,387,SAU,1.3,self-made finance,male,89,Money Management,new,founder
1996,Saleh Kamel,403,SAU,1,self-made finance,male,54,Money Management,new,founder
2001,Saleh Kamel,151,SAU,3,self-made finance,male,59,Money Management,new,founder
2014,Saleh Kamel,731,SAU,2.4,self-made finance,male,72,Diversified financial,new,founder
2014,Sam Goi,869,SGP,2,executive,male,65,Consumer,aquired,executive chairman
1996,Sam Zell,346,USA,1.2,self-made finance,male,54,Real Estate,new,founder
2001,Sam Zell,251,USA,1.9,self-made finance,male,59,Real Estate,new,founder
2014,Sam Zell,345,USA,4.3,self-made finance,male,72,Real Estate,new,founder
2014,Samih Sawiris,1284,EGY,1.3,inherited,male,57,Real Estate,new,relation
1996,Sammy Ofer,393,ISR,1,inherited,male,0,Consumer,new,relation
2001,Sammy Ofer,222,ISR,2.1,inherited,male,,Consumer,new,relation
1996,Samuel Johnson,125,USA,2.6,inherited,male,67,Consumer,new,relation
2001,Samuel Johnson,82,USA,4.5,inherited,male,72,Consumer,new,relation
1996,Samuel LeFrak,315,USA,1.3,inherited,male,0,Real Estate,new,relation
2001,Samuel LeFrak,174,USA,2.7,inherited,male,,Real Estate,new,relation
1996,Samuel Newhouse,49,USA,4.5,inherited,male,68,Media,new,relation
2001,Samuel Newhouse,70,USA,5,inherited,male,73,Media,new,relation
2014,"Samuel Newhouse, Jr.",132,USA,9.3,inherited,male,86,Media,new,relation
2014,Samuel Tak Lee,551,HKG,3,inherited,male,74,Real Estate,new,relation
2014,Samuel Yin,483,Taiwan,3.3,,male,63,Diversified financial,,,,,,,,,,,,,,
2014,Samvel Karapetyan,345,RUS,4.3,founder non-finance,male,48,Other,new,founder
2014,Sandra Ortega Mera,227,ESP,6.1,inherited,female,45,Consumer,new,relation
2014,Sandro Veronesi,828,ITA,2.1,founder non-finance,male,54,Consumer,new,founder
2001,Sanford Weill,312,USA,1.6,self-made finance,male,68,Money Management,new,founder
2001,Sanjiv Sidhu,109,USA,3.7,self-made finance,male,,Money Management,new,founder
2014,Sara Blakely,1565,USA,1,founder non-finance,female,43,Consumer,new,founder
2014,Sarik Tara,483,TUR,3.3,founder non-finance,male,83,Constrution,new,founder
2014,Savitri Jindal,295,IND,4.9,inherited,female,63,Non-consumer industrial,new,relation
2014,Scott Cook,1092,USA,1.6,founder non-finance,male,61,Technology-Computer,new,founder
2014,Scott Duncan,215,USA,6.3,inherited,male,31,Non-consumer industrial,new,relation
2001,Scott Kriens,490,USA,1,executive,male,,Technology-Computer,new,CEO
2001,Scott McNealy,292,USA,1.7,founder non-finance,male,,Technology-Computer,new,founder
2014,Sean Parker,663,USA,2.6,founder non-finance,male,34,Technology-Computer,new,founder
2014,Sebastian Pinera,731,CHL,2.4,privatized and resources,male,64,Diversified financial,new,founder
2014,Semahat Arsel,796,TUR,2.2,inherited,female,85,Diversified financial,new,relation
2014,Senapathy Gopalakrishnan,1154,IND,1.5,founder non-finance,male,58,Technology-Computer,new,founder and executive vice chairman
2014,Seo Jung-Jin,1565,KOR,1,founder non-finance,male,56,Technology-Medical,new,founder
1996,Serge Dassault,277,FRA,1.4,inherited,male,71,Other,new,relation
2001,Serge Dassault,75,FRA,4.9,inherited,male,76,Other,new,relation
2014,Serge Dassault,73,FRA,14,inherited,male,88,Other,new,relation
2014,Sergei Galitsky,117,RUS,10.3,founder non-finance,male,46,"Retail, Restaurant",new,founder
2014,Sergei Katsiev,1203,RUS,1.5,founder non-finance,male,56,"Retail, Restaurant",new,founder
2014,Sergei Kislov,1465,RUS,1.1,founder non-finance,male,53,Consumer,new,founder
2014,Sergei Petrov,1565,RUS,1,founder non-finance,male,59,"Retail, Restaurant",new,founder
2014,Sergei Popov,263,RUS,5.4,self-made finance,male,42,Money Management,new,founder/vice chairman
2014,Sergei Sarkisov,1465,RUS,1.1,self-made finance,male,54,Money Management,new,owner
2014,Sergei Tsikalyuk,1565,RUS,1,self-made finance,male,55,Money Management,new,founder
2014,Sergey Brin,19,USA,31.8,founder non-finance,male,40,Technology-Computer, new,founder
2014,Sergio Lins Andrade,1154,BRA,1.5,inherited,male,66,Constrution,new,relation
1996,Sergio Mantegazza,270,CHE,1.5,inherited,male,68,Other,new,relation
2001,Sergio Mantegazza,222,CHE,2.1,inherited,male,73,Other,new,relation
2014,Sergio Mantegazza,319,CHE,4.7,inherited,male,86,Other,new,relation
2014,Serhiy Tihipko,1565,UKR,1,self-made finance,male,54,Money Management,new,founder
2014,Seth Klarman,1356,USA,1.3,self-made finance,male,56,Diversified financial,new,founder
1996,Seydoux/Schlumberger families,53,FRA,4,inherited,,0,Technology-Medical,new,,,,,,,,,,,,,
2014,Shahid Khan,367,USA,4.1,executive,male,63,Consumer,aquired,owner
2014,Shao Genhuo,1046,CHN,1.7,founder non-finance,male,48,Consumer,new,founder
2001,Shari Arison,109,ISR,3.7,inherited,female,43,"Retail, Restaurant",new,relation
2014,Shari Arison,319,ISR,4.7,inherited,female,56,"Retail, Restaurant",new,relation
2014,Shashi and Ravi Ruia,295,IND,4.9,self-made finance,male,,Diversified financial,new,founder
2014,Shaul Shani,1284,ISR,1.3,founder non-finance,male,59,Technology-Computer,aquired,owner
1996,Sheikh Saleh Bin Abdul Aziz Al-rajhi,138,SAU,2.5,self-made finance,male,0,Money Management,new,founder
2001,Sheldon Adelson,490,USA,1,self-made finance,male,67,Real Estate, acquired,founder
2014,Sheldon Adelson,8,USA,38,self-made finance,male,80,Real Estate, acquired,founder
2014,Sheldon Solow,430,USA,3.6,self-made finance,male,85,Real Estate,aquired,founder
2014,Shen Guojun,869,CHN,2,executive,male,51,"Retail, Restaurant",new,chairman
2014,Shen Wenrong,1465,CHN,1.1,privatized and resources,male,68,Non-consumer industrial,new,chairman
2014,Sheryl Sandberg,1540,USA,1.1,executive,female,44,Technology-Computer,new,COO
1996,Shi Wen-long,271,Taiwan,1.5,founder non-finance,male,0,Non-consumer industrial,new,founder
2014,Shi Yuzhu,520,CHN,3.1,founder non-finance,male,51,Technology-Computer,new,founder
2014,Shigenobu Nagamori,687,JPN,2.5,founder non-finance,male,69,Consumer,new,founder
2014,Shin Chang-Jae,869,KOR,2,inherited,male,60,Hedge funds,new,relation
2014,Shin Dong-Bin,925,KOR,2,inherited,male,59,"Retail, Restaurant",new,relation
2014,Shin Dong-Joo,1036,KOR,1.8,inherited,male,60,"Retail, Restaurant",new,relation
1996,Shin Kyuk-Ho,69,KOR,3.6,,,0,Consumer,,,,,,,,,,,,,,
2001,Shiv Nadar,209,IND,2.2,founder non-finance,male,55,Technology-Computer,new,founder
2014,Shiv Nadar,102,IND,11.1,founder non-finance,male,68,Technology-Computer,new,founder
2014,Shlomo Eliahu,1210,ISR,1.4,self-made finance,male,78,Money Management,new,founder
1996,Shoichiro Toyoda,395,JPN,1,inherited,male,0,Consumer,new,relation
1996,Shoji Uehara,211,JPN,1.9,inherited,male,0,Technology-Medical,new,relation
2001,Shoji Uehara,490,JPN,1,inherited,male,,Technology-Medical,new,relation
2014,Shoji Uehara,1565,JPN,1,inherited,male,86,Technology-Medical,new,relation
1996,Shoul Eisenberg,392,ISR,1,privatized and resources,male,0,Diversified financial,state owned enterprise,founder
1996,Sid Bass,213,USA,1.9,inherited,male,53,Energy,new,relation
2001,Sid Bass,104,USA,3.8,inherited,male,58,Energy,new,relation
2014,Sid Bass,931,USA,1.9,inherited,male,71,Energy,new,relation
2001,Sidney Kimmel,452,USA,1.1,founder non-finance,male,73,Consumer,new,founder
2014,Sidney Kimmel,1284,USA,1.3,founder non-finance,male,86,"Retail, Restaurant",new,founder
2014,Siegfried Meister,687,DEU,2.5,founder non-finance,male,76,Consumer,new,founder
2014,Silas Chou,731,HKG,2.4,executive,male,67,Consumer,new,chairman
1996,Silvio Berlusconi,35,ITA,5,privatized and resources,male,59,Media,new,founder
2001,Silvio Berlusconi,29,ITA,10.3,privatized and resources,male,64,Media,new,founder
2014,Silvio Berlusconi,141,ITA,9,privatized and resources,male,77,Media,new,founder
2001,Silvio Scaglia,387,ITA,1.3,founder non-finance,male,42,Media,new,founder
1996,Simon family,257,DEU,1.5,,,0,Consumer,,,,,,,,,,,,,,
2014,Simonpietro Salini,1092,ITA,1.6,inherited,male,81,Constrution,new,relation
2014,Sit Kwong Lam,869,HKG,2,privatized and resources,male,46,Energy,new,founder
1996,Sjamsul Nursalim,305,IDN,1.3,,male,0,Consumer,new,owner
2001,Socrates Kokkalis,421,GRC,1.2,privatized and resources,male,,Technology-Computer,neew,CEO
1996,Soichiro Fukutake,311,JPN,1.3,inherited,male,50,Other,new,relation
2001,Soichiro Fukutake,363,JPN,1.4,inherited,male,55,Other,new,relation
2014,Soichiro Fukutake,1356,JPN,1.3,inherited,male,68,Other,new,relation
2014,Solomon Lew,1465,AUS,1.1,executive,male,68,"Retail, Restaurant",new,chairman
2014,Song Zuowen,931,CHN,1.9,privatized and resources,male,66,Diversified financial,new,founder
2001,Spiro Latsis,79,GRC,4.6,inherited,male,54,Money Management,new,relation
2014,Spiro Latsis,506,GRC,3.2,inherited,male,67,Money Management,new,relation
2014,Sri Prakash Lohia,446,IDN,3.5,founder non-finance,male,61,Non-consumer industrial,new,founder
2001,Stanley Druckenmiller,363,USA,1.4,self-made finance,male,47,Hedge funds,new,founder
2014,Stanley Druckenmiller,520,USA,3.1,self-made finance,male,60,Hedge funds,new,founder
1996,Stanley Ho,90,HKG,3.1,self-made finance,male,74,Real Estate,new,founder
2001,Stanley Ho,452,HKG,1.1,self-made finance,male,79,Real Estate,new,founder
1996,Stanley Hubbard,229,USA,1.8,executive,male,62,Media,new,owner
2001,Stanley Hubbard,312,USA,1.6,executive,male,67,Media,new,owner
2014,Stanley Hubbard,764,USA,2.3,executive,male,80,Media,new,owner
2014,Stanley Kroenke,253,USA,5.6,founder non-finance,male,66,Other,new,founder
2014,Stanley Perron,988,AUS,1.8,self-made finance,male,91,Real Estate,new,investor
2014,Stef Wertheimer,267,ISR,5.3,founder non-finance,male,87,Consumer,new,founder
2014,Stefan Olsson,687,SWE,2.5,inherited,male,65,Diversified financial,new,relation
1996,Stefan Persson,285,SWE,1.4,inherited,male,48,Consumer, new,relation
2001,Stefan Persson,64,SWE,5.3,inherited,male,53,Consumer, new,relation
2014,Stefan Persson,12,SWE,34.4,inherited,male,66,Consumer, new,relation
2014,Stefan Quandt,66,DEU,14.9,inherited,male,47,Consumer,new,relation
2014,Stefan Reimann-Andersen,483,DEU,3.3,inherited,male,50,Consumer,aquired,relation
1996,Stefan Schoerghuber,172,DEU,2.1,inherited,male,34,Real Estate,new,relation
2001,Stefan Schoerghuber,251,DEU,1.9,inherited,male,,Real Estate,new,relation
2014,Stefan von Holtzbrinck,1565,DEU,1,inherited,male,50,Media,new,relation
2014,Stefano Gabbana,1078,ITA,1.7,founder non-finance,male,51,Consumer,new,founder
2014,Stefano Pessina,113,ITA,10.4,executive,male,72,"Retail, Restaurant",aquired,relation
2001,Stein Erik Hagen,363,NOR,1.4,founder non-finance,male,44,"Retail, Restaurant",new,founder
2014,Stein Erik Hagen,281,NOR,5,founder non-finance,male,57,"Retail, Restaurant",new,founder
2001,Stelios Haji-Ioannou,336,GRC,1.5,founder non-finance,male,,"Retail, Restaurant",new,founder
2014,Stelios Haji-Ioannou,520,CYP,3.1,founder non-finance,male,47,"Retail, Restaurant",new,founder
1996,Stephan Schmidheiny,159,CHE,2.3,inherited,male,48,Money Management,new,relation
2001,Stephan Schmidheiny,116,CHE,3.5,inherited,male,53,Money Management,new,relation
2014,Stephan Schmidheiny,483,CHE,3.3,inherited,male,66,Diversified financial,new,relation
1996,Stephen Bechtel,254,USA,1.6,inherited,male,70,Constrution,new,relation
2001,Stephen Bechtel,151,USA,3,inherited,male,75,Constrution,new,relation
2014,"Stephen Bechtel, Jr.",388,USA,3.9,inherited,male,88,Constrution,new,relation
2014,Stephen Bisciotti,796,USA,2.2,founder non-finance,male,53,Other,new,founder
2001,Stephen Case,363,USA,1.4,executive,male,49,Technology-Computer,new,Chairman and Chief Executive Officer
2014,Stephen Jarislowsky,1092,CAN,1.6,self-made finance,male,88,Money Management,new,founder
2014,Stephen Lansdown,731,GGY,2.4,self-made finance,male,61,Money Management,new,founder
2014,"Stephen Mandel, Jr.",828,USA,2.1,self-made finance,male,57,Hedge funds,new,founder
2014,Stephen Ross,263,USA,5.4,self-made finance,male,73,Real Estate,new,founder
2014,Stephen Saad,1284,ZAF,1.3,founder non-finance,male,49,Technology-Medical,new,founder
2014,Stephen Schwarzman,122,USA,10,self-made finance,male,67,Private equity/leveraged buyout,new,founder
2014,Steve Ballmer,36,USA,19.3,executive,male,57,Technology-Computer,new,CEO
2014,Steve Case,1372,USA,1.2,executive,male,55,Technology-Computer,new,Chairman and Chief Executive Officer
2014,Steve Cohen,106,USA,11,self-made finance,male,58,Hedge funds,new,founder
2014,Steve Wynn,396,USA,3.8,self-made finance,male,72,Real Estate,new,founder
1996,Steven Ballmer,66,USA,3.7,executive,male,39,Technology-Computer,new,CEO
2001,Steven Ballmer,13,USA,16.6,executive,male,44,Technology-Computer,new,CEO
2001,Steven Jobs,387,USA,1.3,founder non-finance,male,46,Technology-Computer,new,founder
2001,Steven Rales,336,USA,1.5,founder non-finance,male,48,Technology-Medical,new,founder
2014,Steven Rales,430,USA,3.6,founder non-finance,male,62,Non-consumer industrial,new,founder
1996,Steven Spielberg,422,USA,1,founder non-finance,male,49,Media,new,founder
2001,Steven Spielberg,222,USA,2.1,founder non-finance,male,54,Media,new,founder
2014,Steven Spielberg,466,USA,3.4,founder non-finance,male,67,Media,new,founder
2001,Steven Udvar-Hazy,167,USA,2.8,founder non-finance,male,55,Other,new,founder
2014,Steven Udvar-Hazy,430,USA,3.6,founder non-finance,male,68,Other,new,founder
2014,Stewart Horejsi,1465,USA,1.1,executive,male,76,Consumer,new,investor
2014,Stewart Rahr,973,USA,1.9,executive,male,68,Technology-Medical,new,relation
2014,Stewart Resnick,1036,USA,1.8,executive,male,,Consumer,aquired,owner
1996,Strwher family,389,DEU,1,,,0,Consumer,,,,,,,,,,,,,,
2014,Suat Gunsel,1372,CYP,1.2,self-made finance,male,61,Real Estate,new,founder
2014,Subhash Chandra,931,IND,1.9,founder non-finance,male,63,Media,new,founder
2014,Sudhir Ruparelia,1465,UGA,1.1,self-made finance,male,58,Real Estate,new,founder
2014,Suh Kyung-Bae,609,KOR,2.8,inherited,male,51,Consumer,new,relation
2014,Suhon Lin,1092,Taiwan,1.6,founder non-finance,male,86,Non-consumer industrial,new,founder
2014,Sukanto Tanoto,828,IDN,2.1,self-made finance,male,64,Diversified financial,new,founder
2014,Sulaiman Al Rajhi,931,SAU,1.9,self-made finance,male,94,Money Management,new,founder
2014,Suleiman Kerimov,196,RUS,6.9,privatized and resources,male,47,Diversified financial,state owned enterprise,investor
1996,Suliman Olayan,96,SAU,3,self-made finance,male,0,Diversified financial,new,founder
2001,Suliman Olayan,38,SAU,8,self-made finance,male,,Diversified financial,new,founder
1996,Sumner Redstone,77,USA,3.4,inherited,male,72,Media,new,relation
2001,Sumner Redstone,18,USA,12.6,inherited,male,77,Media,new,relation
2014,Sumner Redstone,224,USA,6.2,inherited,male,90,Media,new,relation
2014,Sun Guangxin,466,CHN,3.4,self-made finance,male,51,Diversified financial,new,founder
2014,Sun Hongbin,1540,USA,1.1,self-made finance,male,51,Real Estate,new,founder
2014,Sun Piaoyang,973,CHN,1.9,executive,male,55,Technology-Medical,new,chairman
2014,Sun Pingfan,1284,CHN,1.3,executive,male,44,Consumer,new,chairman
2014,Sun Weijie,869,CHN,2,founder non-finance,male,50,Non-consumer industrial,new,founder and chairman
2014,Suna Kirac,973,TUR,1.9,inherited,female,72,Diversified financial,new,relation
2014,Sunil Mittal,244,IND,5.7,founder non-finance,male,56,Media,new,founder
2014,Sunny Varkey,988,IND,1.8,executive,male,56,Other,new,chairman
2014,Surin Upatkoon,1284,THA,1.3,executive,male,64,Media,new,owner
2014,Susan Hirt Hagen,988,USA,1.8,inherited,female,77,Money Management,new,relation
1996,Susan Thompson Buffett,345,USA,1.2,inherited,female,63,Consumer,new,relation
2001,Susan Thompson Buffett,198,USA,2.3,inherited,female,68,Consumer,new,relation
2014,Susanne Klatten,49,DEU,17.4,inherited,female,51,Consumer,new,relation
2001,Sydell Miller,421,USA,1.2,founder non-finance,female,,Consumer,new,founder
2014,Syed Mokhtar AlBukhary,520,MYS,3.1,privatized and resources,male,62,Diversified financial,privatization,owner
2014,Sylvia Stroher,828,DEU,2.1,inherited,female,58,Consumer,new,relation
2014,Sze Man Bok,663,CHN,2.6,founder non-finance,male,64,Consumer,new,founder
2014,T.S. Kalyanaraman,1565,IND,1,founder non-finance,male,66,Consumer,new,founder
2014,T.Y. Tsai,828,Taiwan,2.1,inherited,male,,Money Management,new,relation
1996,Tadahiro Yoshida,307,JPN,1.3,inherited,male,49,Consumer,new,relation
2001,Tadahiro Yoshida,209,JPN,2.2,inherited,male,54,Consumer,new,relation
2001,Tadashi Yanai,76,JPN,4.8,founder non-finance,male,52,"Retail, Restaurant",new,founder
2014,Tadashi Yanai,45,JPN,17.9,founder non-finance,male,65,"Retail, Restaurant",new,founder
2014,Taha Mikati,520,LBN,3.1,privatized and resources,male,69,Media,new,founder
2014,Tahir family,973,IDN,1.9,self-made finance,male,61,Diversified financial,new,founder
2014,Taizo Son,828,JPN,2.1,founder non-finance,male,,"Retail, Restaurant",new,founder
1996,Tajudin Ramli,281,MYS,1.4,privatized and resources,male,0,Media,state owned enterprise,Chairman and Chief Executive Officer
2014,Takao Yasuda,1210,JPN,1.4,executive,male,64,"Retail, Restaurant",new,Chairman and Chief Executive Officer
1996,Takemitsu Takizaki,279,JPN,1.4,founder non-finance,male,50,Technology-Computer,new,founder
2001,Takemitsu Takizaki,182,JPN,2.5,founder non-finance,male,55,Technology-Computer,new,founder
2014,Takemitsu Takizaki,207,JPN,6.6,founder non-finance,male,68,Technology-Computer,new,founder
2014,Tamara Gustavson,466,USA,3.4,inherited,female,52,"Retail, Restaurant",new,relation
1996,Tan Yu,16,PHL,7,self-made finance,male,0,Real Estate,new,founder
2014,Tang Yiu,551,HKG,3,founder non-finance,male,80,"Retail, Restaurant",new,founder
2014,Ted Lerner,354,USA,4.2,self-made finance,male,88,Real Estate,new,founder
1996,Ted Schwartz,371,USA,1.1,founder non-finance,male,0,Media,new,founder
1996,Ted Turner,183,USA,2.1,founder non-finance,male,57,Media,aquired,founder
2001,Ted Turner,35,USA,8.8,founder non-finance,male,62,Media,aquired,founder
2014,Ted Turner,796,USA,2.2,founder non-finance,male,75,Media,aquired,founder
2014,Teddy Sagi,687,ISR,2.5,founder non-finance,male,42,"Retail, Restaurant",new,founder
1996,Teh Hong Piow,224,MYS,1.8,self-made finance,male,56,Money Management,new,founder
2014,Teh Hong Piow,253,MYS,5.6,self-made finance,male,83,Money Management,new,founder
2001,Terence Matthews,251,CAN,1.9,founder non-finance,male,,Technology-Computer,new,founder
2014,Terrence Pegula,483,USA,3.3,privatized and resources,male,63,Energy,new,founder
2001,Terry Gou,198,Taiwan,2.3,founder non-finance,male,,Technology-Computer,new,founder
2014,Terry Gou,263,Taiwan,5.4,founder non-finance,male,63,Technology-Computer,new,founder
2001,Tetsuro Funai,312,JPN,1.6,founder non-finance,male,74,Technology-Computer,new,founder
1996,Thaksin Shinawatra,180,THA,2.1,privatized and resources,male,0,Real Estate,new,founder
2001,Thaksin Shinawatra,421,THA,1.2,privatized and resources,male,,Real Estate,new,founder
2014,Thaksin Shinawatra,1092,THA,1.6,privatized and resources,male,64,Diversified financial,new,founder
2014,"Theo Albrecht, Jr.",36,DEU,19.3,inherited,male,63,"Retail, Restaurant",new,Relation
1996,Theo and Karl Albrecht,9,DEU,9,inherited,male,0,"Retail, Restaurant",new,Relation
2001,Theo and Karl Albrecht,5,DEU,25,founder non-finance,male,,"Retail, Restaurant",new,founder
2014,Theo Mueller,520,DEU,3.1,executive,male,74,Consumer,new,relation
1996,Theodore Arison,193,ISR,2,inherited,female,0,"Retail, Restaurant",new,relation
2014,Theodore Rachmat,973,IDN,1.9,self-made finance,male,70,Diversified financial,new,founder
1996,Theodore Waitt,238,USA,1.7,founder non-finance,male,33,Technology-Computer,new,founder
